,Year,Month,Jurisdiction,Area (hectares),Time
1052,1999,June,Yukon,170131.26,1999-06-01
974,1999,June,Manitoba,24762.9,1999-06-01
966,1999,June,British Columbia,1604.554,1999-06-01
1026,1999,June,Prince Edward Island,4.0,1999-06-01
1016,1999,June,Ontario,14236.100000387,1999-06-01
955,1999,June,Alberta,93022.6599999999,1999-06-01
3318,1999,July,Canada,316355.394000461,1999-07-01
1001,1999,July,Nova Scotia,52.93,1999-07-01
956,1999,July,Alberta,52576.99,1999-07-01
1053,1999,July,Yukon,8901.32,1999-07-01
1038,1999,July,Quebec,244.2,1999-07-01
1007,1999,July,Northwest Territories,109823.67,1999-07-01
992,1999,July,Newfoundland and Labrador,399.4,1999-07-01
975,1999,July,Manitoba,7269.60000000001,1999-07-01
1047,1999,July,Saskatchewan,134075.4,1999-07-01
967,1999,July,British Columbia,2644.284,1999-07-01
1017,1999,July,Ontario,298.000000461001,1999-07-01
1025,1999,July,Prince Edward Island,19.0,1999-07-01
984,1999,July,New Brunswick,50.6,1999-07-01
985,1999,August,New Brunswick,12.5,1999-08-01
1039,1999,August,Quebec,295.2,1999-08-01
993,1999,August,Newfoundland and Labrador,1.6,1999-08-01
1018,1999,August,Ontario,21241.900000444,1999-08-01
1021,1999,August,Prince Edward Island,0.0,1999-08-01
1002,1999,August,Nova Scotia,2.31,1999-08-01
1054,1999,August,Yukon,12658.54,1999-08-01
976,1999,August,Manitoba,25227.8,1999-08-01
957,1999,August,Alberta,1708.2,1999-08-01
1008,1999,August,Northwest Territories,18643.23,1999-08-01
968,1999,August,British Columbia,3853.27999999999,1999-08-01
3314,1999,August,Canada,87360.360000444,1999-08-01
1048,1999,August,Saskatchewan,3715.8,1999-08-01
1009,1999,September,Northwest Territories,9020.95,1999-09-01
1003,1999,September,Nova Scotia,0.65,1999-09-01
1019,1999,September,Ontario,128.000000189,1999-09-01
1031,1999,September,Prince Edward Island,7.0,1999-09-01
986,1999,September,New Brunswick,28.7,1999-09-01
994,1999,September,Newfoundland and Labrador,5.7,1999-09-01
1040,1999,September,Quebec,441.8,1999-09-01
977,1999,September,Manitoba,58.8,1999-09-01
969,1999,September,British Columbia,866.518000000001,1999-09-01
1055,1999,September,Yukon,0.01,1999-09-01
958,1999,September,Alberta,2150.25,1999-09-01
3324,1999,September,Canada,12708.778000189,1999-09-01
1049,1999,September,Saskatchewan,0.4,1999-09-01
1030,1999,October,Prince Edward Island,1.0,1999-10-01
978,1999,October,New Brunswick,0.8,1999-10-01
1041,1999,October,Saskatchewan,14.19,1999-10-01
995,1999,October,Nova Scotia,1.61,1999-10-01
1033,1999,October,Quebec,0.0,1999-10-01
971,1999,October,Manitoba,1.7,1999-10-01
959,1999,October,British Columbia,1018.869,1999-10-01
3323,1999,October,Canada,1555.709000004,1999-10-01
949,1999,October,Alberta,517.04,1999-10-01
1010,1999,October,Ontario,0.400000004,1999-10-01
987,1999,October,Newfoundland and Labrador,0.1,1999-10-01
1042,1999,November,Saskatchewan,32.08,1999-11-01
3322,1999,November,Canada,644.420000002,1999-11-01
1011,1999,November,Ontario,1.200000002,1999-11-01
1029,1999,November,Prince Edward Island,0.0,1999-11-01
979,1999,November,New Brunswick,2.5,1999-11-01
960,1999,November,British Columbia,4.6,1999-11-01
950,1999,November,Alberta,505.63,1999-11-01
996,1999,November,Nova Scotia,98.01,1999-11-01
1034,1999,November,Quebec,0.4,1999-11-01
951,1999,December,Alberta,195.8,1999-12-01
1022,1999,December,Prince Edward Island,0.0,1999-12-01
961,1999,December,British Columbia,79.01,1999-12-01
3315,1999,December,Canada,278.81,1999-12-01
980,1999,December,New Brunswick,4.0,1999-12-01
1128,2000,January,Prince Edward Island,,2000-01-01
3330,2000,January,Canada,5.09,2000-01-01
1056,2000,January,Alberta,4.79,2000-01-01
1147,2000,January,Saskatchewan,0.3,2000-01-01
3329,2000,February,Canada,5.838000001,2000-02-01
1116,2000,February,Ontario,0.100000001,2000-02-01
1071,2000,February,British Columbia,1.018,2000-02-01
1060,2000,February,Alberta,4.72,2000-02-01
1127,2000,February,Prince Edward Island,,2000-02-01
3333,2000,March,Canada,2843.780000047,2000-03-01
1149,2000,March,Saskatchewan,13.1,2000-03-01
1139,2000,March,Quebec,0.0,2000-03-01
1131,2000,March,Prince Edward Island,,2000-03-01
1117,2000,March,Ontario,98.800000047,2000-03-01
1072,2000,March,British Columbia,69.05,2000-03-01
1085,2000,March,New Brunswick,0.5,2000-03-01
1081,2000,March,Manitoba,1535.0,2000-03-01
1061,2000,March,Alberta,1124.43,2000-03-01
1102,2000,March,Nova Scotia,2.9,2000-03-01
1062,2000,April,Alberta,4919.55,2000-04-01
1094,2000,April,Newfoundland and Labrador,8.8,2000-04-01
1086,2000,April,New Brunswick,53.2,2000-04-01
1082,2000,April,Manitoba,10.0,2000-04-01
3326,2000,April,Canada,7978.853000163001,2000-04-01
1073,2000,April,British Columbia,821.563000000001,2000-04-01
1103,2000,April,Nova Scotia,7.05,2000-04-01
1150,2000,April,Saskatchewan,1475.19,2000-04-01
1140,2000,April,Quebec,79.1,2000-04-01
1118,2000,April,Ontario,604.400000163,2000-04-01
1124,2000,April,Prince Edward Island,,2000-04-01
1063,2000,May,Alberta,2484.22,2000-05-01
1157,2000,May,Yukon,3.8,2000-05-01
1151,2000,May,Saskatchewan,2232.4,2000-05-01
1083,2000,May,Manitoba,11.0,2000-05-01
1141,2000,May,Quebec,182.6,2000-05-01
1087,2000,May,New Brunswick,94.3599999999999,2000-05-01
1132,2000,May,Prince Edward Island,,2000-05-01
1074,2000,May,British Columbia,390.46,2000-05-01
1119,2000,May,Ontario,246.600000539,2000-05-01
1109,2000,May,Northwest Territories,3.61,2000-05-01
1104,2000,May,Nova Scotia,235.71,2000-05-01
3334,2000,May,Canada,5913.460000538999,2000-05-01
1095,2000,May,Newfoundland and Labrador,28.7,2000-05-01
1096,2000,June,Newfoundland and Labrador,14.0,2000-06-01
1158,2000,June,Yukon,7635.2,2000-06-01
1120,2000,June,Ontario,452.300000079,2000-06-01
1088,2000,June,New Brunswick,156.41,2000-06-01
1110,2000,June,Northwest Territories,61749.93,2000-06-01
1142,2000,June,Quebec,106.3,2000-06-01
1105,2000,June,Nova Scotia,209.54,2000-06-01
3332,2000,June,Canada,164113.23500007903,2000-06-01
1152,2000,June,Saskatchewan,74530.3,2000-06-01
1075,2000,June,British Columbia,11707.895,2000-06-01
1130,2000,June,Prince Edward Island,,2000-06-01
1064,2000,June,Alberta,7551.36000000003,2000-06-01
1153,2000,July,Saskatchewan,57316.57,2000-07-01
1159,2000,July,Yukon,10.21,2000-07-01
1143,2000,July,Quebec,38314.0,2000-07-01
1076,2000,July,British Columbia,1419.404,2000-07-01
1111,2000,July,Northwest Territories,99864.72,2000-07-01
1097,2000,July,Newfoundland and Labrador,3.1,2000-07-01
1121,2000,July,Ontario,4672.600000152,2000-07-01
1089,2000,July,New Brunswick,14.4,2000-07-01
1106,2000,July,Nova Scotia,2.16,2000-07-01
3331,2000,July,Canada,208381.734000152,2000-07-01
1065,2000,July,Alberta,6764.57,2000-07-01
1129,2000,July,Prince Edward Island,,2000-07-01
1090,2000,August,New Brunswick,13.21,2000-08-01
1077,2000,August,British Columbia,3014.683,2000-08-01
1125,2000,August,Prince Edward Island,,2000-08-01
1154,2000,August,Saskatchewan,5762.1,2000-08-01
1144,2000,August,Quebec,481.62,2000-08-01
1122,2000,August,Ontario,63.6000004179999,2000-08-01
1066,2000,August,Alberta,2290.5,2000-08-01
1098,2000,August,Newfoundland and Labrador,175.5,2000-08-01
3327,2000,August,Canada,28022.343000418,2000-08-01
1112,2000,August,Northwest Territories,16217.53,2000-08-01
1107,2000,August,Nova Scotia,3.6,2000-08-01
1108,2000,September,Nova Scotia,2.99,2000-09-01
3337,2000,September,Canada,223.61400022,2000-09-01
1135,2000,September,Prince Edward Island,,2000-09-01
1067,2000,September,Alberta,77.06,2000-09-01
1155,2000,September,Saskatchewan,24.54,2000-09-01
1145,2000,September,Quebec,13.4,2000-09-01
1091,2000,September,New Brunswick,12.3,2000-09-01
1078,2000,September,British Columbia,72.424,2000-09-01
1099,2000,September,Newfoundland and Labrador,1.4,2000-09-01
1123,2000,September,Ontario,19.50000022,2000-09-01
1093,2000,October,Newfoundland and Labrador,0.5,2000-10-01
1134,2000,October,Prince Edward Island,,2000-10-01
1100,2000,October,Nova Scotia,24.12,2000-10-01
1137,2000,October,Quebec,8.1,2000-10-01
3336,2000,October,Canada,1153.689002007,2000-10-01
1057,2000,October,Alberta,30.09,2000-10-01
1114,2000,October,Ontario,511.200002007,2000-10-01
1068,2000,October,British Columbia,302.469,2000-10-01
1080,2000,October,Manitoba,60.0,2000-10-01
1084,2000,October,New Brunswick,148.7,2000-10-01
1148,2000,October,Saskatchewan,68.51,2000-10-01
1115,2000,November,Ontario,89.599999837,2000-11-01
3335,2000,November,Canada,123.016999837,2000-11-01
1069,2000,November,British Columbia,9.737,2000-11-01
1133,2000,November,Prince Edward Island,,2000-11-01
1058,2000,November,Alberta,0.28,2000-11-01
1101,2000,November,Nova Scotia,0.1,2000-11-01
1138,2000,November,Quebec,23.3,2000-11-01
1059,2000,December,Alberta,0.01,2000-12-01
3328,2000,December,Canada,0.019,2000-12-01
1070,2000,December,British Columbia,0.009,2000-12-01
1126,2000,December,Prince Edward Island,,2000-12-01
1160,2001,January,Alberta,0.17,2001-01-01
1197,2001,January,Newfoundland and Labrador,2.0,2001-01-01
1249,2001,January,Saskatchewan,0.53,2001-01-01
1218,2001,January,Ontario,0.5,2001-01-01
3343,2001,January,Canada,18.409,2001-01-01
1232,2001,January,Prince Edward Island,0.0,2001-01-01
1172,2001,January,British Columbia,15.209,2001-01-01
1231,2001,February,Prince Edward Island,0.0,2001-02-01
1251,2001,February,Saskatchewan,0.01,2001-02-01
3342,2001,February,Canada,0.53,2001-02-01
1164,2001,February,Alberta,0.02,2001-02-01
1175,2001,February,British Columbia,0.5,2001-02-01
1252,2001,March,Saskatchewan,0.11,2001-03-01
1176,2001,March,British Columbia,138.177,2001-03-01
1221,2001,March,Ontario,2.0,2001-03-01
1165,2001,March,Alberta,51.46,2001-03-01
3346,2001,March,Canada,191.967,2001-03-01
1235,2001,March,Prince Edward Island,0.0,2001-03-01
1207,2001,March,Nova Scotia,0.22,2001-03-01
1243,2001,April,Quebec,155.1,2001-04-01
1190,2001,April,New Brunswick,109.1,2001-04-01
1185,2001,April,Manitoba,0.1,2001-04-01
3339,2001,April,Canada,26344.320000525,2001-04-01
1253,2001,April,Saskatchewan,23907.68,2001-04-01
1228,2001,April,Prince Edward Island,0.0,2001-04-01
1208,2001,April,Nova Scotia,70.56,2001-04-01
1166,2001,April,Alberta,1177.04,2001-04-01
1222,2001,April,Ontario,380.400000525,2001-04-01
1259,2001,April,Yukon,0.2,2001-04-01
1177,2001,April,British Columbia,544.14,2001-04-01
1191,2001,May,New Brunswick,363.25,2001-05-01
1223,2001,May,Ontario,2535.999998132,2001-05-01
1167,2001,May,Alberta,143748.726,2001-05-01
1209,2001,May,Nova Scotia,160.48,2001-05-01
1200,2001,May,Newfoundland and Labrador,72.8,2001-05-01
1260,2001,May,Yukon,4.6,2001-05-01
1178,2001,May,British Columbia,885.020000000001,2001-05-01
1236,2001,May,Prince Edward Island,17.0,2001-05-01
1244,2001,May,Quebec,5124.20000000001,2001-05-01
1254,2001,May,Saskatchewan,12985.35,2001-05-01
1186,2001,May,Manitoba,497.0,2001-05-01
3347,2001,May,Canada,166394.425998132,2001-05-01
1179,2001,June,British Columbia,821.988000000001,2001-06-01
1201,2001,June,Newfoundland and Labrador,8.4,2001-06-01
1192,2001,June,New Brunswick,21.7,2001-06-01
3345,2001,June,Canada,216911.21900007303,2001-06-01
1168,2001,June,Alberta,6101.801,2001-06-01
1210,2001,June,Nova Scotia,5.4,2001-06-01
1234,2001,June,Prince Edward Island,4.0,2001-06-01
1261,2001,June,Yukon,16656.98,2001-06-01
1214,2001,June,Northwest Territories,36086.13,2001-06-01
1224,2001,June,Ontario,3055.300000073,2001-06-01
1255,2001,June,Saskatchewan,146380.92,2001-06-01
1245,2001,June,Quebec,7768.60000000001,2001-06-01
1215,2001,July,Northwest Territories,66827.99,2001-07-01
1225,2001,July,Ontario,4299.400001223,2001-07-01
1193,2001,July,New Brunswick,22.803,2001-07-01
1262,2001,July,Yukon,559.35,2001-07-01
1233,2001,July,Prince Edward Island,2.0,2001-07-01
1180,2001,July,British Columbia,5258.325,2001-07-01
1169,2001,July,Alberta,4927.78,2001-07-01
3344,2001,July,Canada,108863.781001223,2001-07-01
1246,2001,July,Quebec,19323.4,2001-07-01
1211,2001,July,Nova Scotia,16.833,2001-07-01
1256,2001,July,Saskatchewan,7518.70000000001,2001-07-01
1202,2001,July,Newfoundland and Labrador,107.2,2001-07-01
1229,2001,August,Prince Edward Island,3.0,2001-08-01
1203,2001,August,Newfoundland and Labrador,135.6,2001-08-01
1170,2001,August,Alberta,313.862,2001-08-01
1226,2001,August,Ontario,498.500001122005,2001-08-01
1247,2001,August,Quebec,684.500000000001,2001-08-01
1257,2001,August,Saskatchewan,11586.57,2001-08-01
1181,2001,August,British Columbia,6091.54700000001,2001-08-01
1263,2001,August,Yukon,113.35,2001-08-01
3340,2001,August,Canada,33659.40900112201,2001-08-01
1216,2001,August,Northwest Territories,13847.0,2001-08-01
1194,2001,August,New Brunswick,195.15,2001-08-01
1212,2001,August,Nova Scotia,190.33,2001-08-01
1204,2001,September,Newfoundland and Labrador,13.4,2001-09-01
1195,2001,September,New Brunswick,19.2,2001-09-01
1187,2001,September,Manitoba,0.2,2001-09-01
1227,2001,September,Ontario,87.200000146,2001-09-01
1248,2001,September,Quebec,4.8,2001-09-01
1239,2001,September,Prince Edward Island,0.0,2001-09-01
1171,2001,September,Alberta,10591.18,2001-09-01
3350,2001,September,Canada,12133.308000146,2001-09-01
1213,2001,September,Nova Scotia,20.87,2001-09-01
1258,2001,September,Saskatchewan,1094.39,2001-09-01
1217,2001,September,Northwest Territories,0.6,2001-09-01
1182,2001,September,British Columbia,301.468,2001-09-01
1198,2001,October,Newfoundland and Labrador,1.5,2001-10-01
1188,2001,October,New Brunswick,42.5,2001-10-01
1161,2001,October,Alberta,72.93,2001-10-01
3349,2001,October,Canada,1982.751999995,2001-10-01
1205,2001,October,Nova Scotia,63.29,2001-10-01
