,Year,Month,Jurisdiction,Area (hectares),Time
2239,2011,March,British Columbia,16.655,2011-03-01
2228,2011,March,Alberta,0.01,2011-03-01
3476,2011,March,Canada,34.185,2011-03-01
3469,2011,April,Canada,15361.550999887999,2011-04-01
2288,2011,April,Prince Edward Island,3.0,2011-04-01
2254,2011,April,New Brunswick,18.3,2011-04-01
2240,2011,April,British Columbia,178.621,2011-04-01
2248,2011,April,Manitoba,22.9,2011-04-01
2229,2011,April,Alberta,14875.88,2011-04-01
2311,2011,April,Saskatchewan,107.15,2011-04-01
2317,2011,April,Yukon,0.01,2011-04-01
2303,2011,April,Quebec,4.4,2011-04-01
2260,2011,April,Newfoundland and Labrador,0.7,2011-04-01
2267,2011,April,Nova Scotia,123.59,2011-04-01
2282,2011,April,Ontario,26.999999888,2011-04-01
2312,2011,May,Saskatchewan,26006.9899999999,2011-05-01
2261,2011,May,Newfoundland and Labrador,31.3,2011-05-01
2283,2011,May,Ontario,1443.500000194,2011-05-01
2249,2011,May,Manitoba,174.3,2011-05-01
2318,2011,May,Yukon,33238.23,2011-05-01
2241,2011,May,British Columbia,11250.125,2011-05-01
2273,2011,May,Northwest Territories,25.02,2011-05-01
2230,2011,May,Alberta,794770.39,2011-05-01
3477,2011,May,Canada,867769.4860001939,2011-05-01
2296,2011,May,Prince Edward Island,2.0,2011-05-01
2304,2011,May,Quebec,813.001,2011-05-01
2268,2011,May,Nova Scotia,3.83,2011-05-01
2255,2011,May,New Brunswick,10.8,2011-05-01
2231,2011,June,Alberta,80068.0199999998,2011-06-01
2262,2011,June,Newfoundland and Labrador,0.3,2011-06-01
2319,2011,June,Yukon,2511.2,2011-06-01
2269,2011,June,Nova Scotia,0.36,2011-06-01
2274,2011,June,Northwest Territories,239015.5804,2011-06-01
2313,2011,June,Saskatchewan,272114.88,2011-06-01
2284,2011,June,Ontario,160162.400000456,2011-06-01
2250,2011,June,Manitoba,208.6,2011-06-01
2305,2011,June,Quebec,6881.9,2011-06-01
2294,2011,June,Prince Edward Island,0.0,2011-06-01
3475,2011,June,Canada,761059.8854004558,2011-06-01
2242,2011,June,British Columbia,90.245,2011-06-01
2256,2011,June,New Brunswick,6.4,2011-06-01
2270,2011,July,Nova Scotia,1.64,2011-07-01
2306,2011,July,Quebec,4249.3,2011-07-01
2320,2011,July,Yukon,4597.87,2011-07-01
2293,2011,July,Prince Edward Island,0.0,2011-07-01
3474,2011,July,Canada,632548.612202299,2011-07-01
2257,2011,July,New Brunswick,1.9,2011-07-01
2243,2011,July,British Columbia,83.5580000000001,2011-07-01
2275,2011,July,Northwest Territories,87129.8842,2011-07-01
2263,2011,July,Newfoundland and Labrador,0.0,2011-07-01
2285,2011,July,Ontario,469316.200002299,2011-07-01
2251,2011,July,Manitoba,48765.3499999999,2011-07-01
2314,2011,July,Saskatchewan,18288.2,2011-07-01
2232,2011,July,Alberta,114.710000000001,2011-07-01
2286,2011,August,Ontario,3436.200000859,2011-08-01
2321,2011,August,Yukon,3.0,2011-08-01
2271,2011,August,Nova Scotia,0.13,2011-08-01
2307,2011,August,Quebec,135.6,2011-08-01
2289,2011,August,Prince Edward Island,0.0,2011-08-01
2276,2011,August,Northwest Territories,3490.32,2011-08-01
2244,2011,August,British Columbia,266.704999999998,2011-08-01
2315,2011,August,Saskatchewan,32.89,2011-08-01
3470,2011,August,Canada,42213.13413085899,2011-08-01
2252,2011,August,Manitoba,32829.7,2011-08-01
2233,2011,August,Alberta,1631.07,2011-08-01
2258,2011,August,New Brunswick,0.1,2011-08-01
2264,2011,August,Newfoundland and Labrador,387.41913,2011-08-01
2287,2011,September,Ontario,1311.199999775,2011-09-01
3480,2011,September,Canada,32530.617999775,2011-09-01
2277,2011,September,Northwest Territories,24.02,2011-09-01
2299,2011,September,Prince Edward Island,1.0,2011-09-01
2322,2011,September,Yukon,114.02,2011-09-01
2253,2011,September,Manitoba,2020.5,2011-09-01
2234,2011,September,Alberta,663.849999999999,2011-09-01
2245,2011,September,British Columbia,927.918,2011-09-01
2308,2011,September,Quebec,31.2,2011-09-01
2316,2011,September,Saskatchewan,27428.91,2011-09-01
2272,2011,September,Nova Scotia,3.2,2011-09-01
2265,2011,September,Newfoundland and Labrador,4.8,2011-09-01
2236,2011,October,British Columbia,235.645,2011-10-01
3479,2011,October,Canada,11767.055000272,2011-10-01
2246,2011,October,Manitoba,10764.4,2011-10-01
2225,2011,October,Alberta,100.24,2011-10-01
2309,2011,October,Saskatchewan,108.27,2011-10-01
2298,2011,October,Prince Edward Island,0.0,2011-10-01
2301,2011,October,Quebec,280.7,2011-10-01
2279,2011,October,Ontario,277.800000272,2011-10-01
2297,2011,November,Prince Edward Island,0.0,2011-11-01
2310,2011,November,Saskatchewan,0.1,2011-11-01
2280,2011,November,Ontario,1.000000029,2011-11-01
3478,2011,November,Canada,34140.698000029,2011-11-01
2247,2011,November,Manitoba,34026.0,2011-11-01
2302,2011,November,Quebec,2.6,2011-11-01
2226,2011,November,Alberta,7.87,2011-11-01
2237,2011,November,British Columbia,103.128,2011-11-01
3471,2011,December,Canada,0.430000005,2011-12-01
2290,2011,December,Prince Edward Island,0.0,2011-12-01
2281,2011,December,Ontario,0.400000005,2011-12-01
2227,2011,December,Alberta,0.03,2011-12-01
2334,2012,January,British Columbia,0.505,2012-01-01
2383,2012,January,Ontario,0.100000001,2012-01-01
2397,2012,January,Prince Edward Island,0.0,2012-01-01
3486,2012,January,Canada,2.025000001,2012-01-01
2323,2012,January,Alberta,1.42,2012-01-01
2338,2012,February,British Columbia,0.109,2012-02-01
2326,2012,February,Alberta,0.32,2012-02-01
3485,2012,February,Canada,0.429,2012-02-01
2396,2012,February,Prince Edward Island,0.0,2012-02-01
3489,2012,March,Canada,2551.1500003439996,2012-03-01
2364,2012,March,Newfoundland and Labrador,1.5,2012-03-01
2339,2012,March,British Columbia,41.4,2012-03-01
2400,2012,March,Prince Edward Island,0.0,2012-03-01
2417,2012,March,Saskatchewan,65.0,2012-03-01
2386,2012,March,Ontario,56.100000344,2012-03-01
2356,2012,March,New Brunswick,37.0,2012-03-01
2408,2012,March,Quebec,9.5,2012-03-01
2347,2012,March,Manitoba,2093.6,2012-03-01
2327,2012,March,Alberta,164.95,2012-03-01
2371,2012,March,Nova Scotia,82.1,2012-03-01
2348,2012,April,Manitoba,3611.6,2012-04-01
2409,2012,April,Quebec,102.1,2012-04-01
3482,2012,April,Canada,6713.729998625,2012-04-01
2340,2012,April,British Columbia,581.6,2012-04-01
2418,2012,April,Saskatchewan,1520.9,2012-04-01
2387,2012,April,Ontario,295.599998625,2012-04-01
2365,2012,April,Newfoundland and Labrador,15.8,2012-04-01
2393,2012,April,Prince Edward Island,1.0,2012-04-01
2372,2012,April,Nova Scotia,226.55,2012-04-01
2328,2012,April,Alberta,124.78,2012-04-01
2357,2012,April,New Brunswick,233.8,2012-04-01
2358,2012,May,New Brunswick,53.4,2012-05-01
2388,2012,May,Ontario,48577.90000034,2012-05-01
2341,2012,May,British Columbia,1154.161,2012-05-01
2424,2012,May,Yukon,47.64,2012-05-01
2378,2012,May,Northwest Territories,23833.83,2012-05-01
2329,2012,May,Alberta,122256.49,2012-05-01
2373,2012,May,Nova Scotia,25.74,2012-05-01
2349,2012,May,Manitoba,12301.6,2012-05-01
3490,2012,May,Canada,360129.76100034,2012-05-01
2366,2012,May,Newfoundland and Labrador,882.5,2012-05-01
2410,2012,May,Quebec,49481.1,2012-05-01
2419,2012,May,Saskatchewan,101511.4,2012-05-01
2401,2012,May,Prince Edward Island,4.0,2012-05-01
2330,2012,June,Alberta,232801.420000001,2012-06-01
2399,2012,June,Prince Edward Island,1.0,2012-06-01
2389,2012,June,Ontario,4200.500000515,2012-06-01
2350,2012,June,Manitoba,9403.1,2012-06-01
2359,2012,June,New Brunswick,13.7,2012-06-01
3488,2012,June,Canada,439699.730000516,2012-06-01
2367,2012,June,Newfoundland and Labrador,485.1,2012-06-01
2425,2012,June,Yukon,51880.63,2012-06-01
2374,2012,June,Nova Scotia,3.64,2012-06-01
2379,2012,June,Northwest Territories,120149.75,2012-06-01
2420,2012,June,Saskatchewan,4904.0,2012-06-01
2342,2012,June,British Columbia,2785.49,2012-06-01
2411,2012,June,Quebec,13071.4,2012-06-01
3487,2012,July,Canada,863648.8811014936,2012-07-01
2426,2012,July,Yukon,4462.61,2012-07-01
2421,2012,July,Saskatchewan,117399.3,2012-07-01
2412,2012,July,Quebec,1337.801,2012-07-01
2343,2012,July,British Columbia,41431.7409999996,2012-07-01
2390,2012,July,Ontario,96517.150101493,2012-07-01
2380,2012,July,Northwest Territories,138524.96,2012-07-01
2375,2012,July,Nova Scotia,18.69,2012-07-01
2368,2012,July,Newfoundland and Labrador,2359.848,2012-07-01
2331,2012,July,Alberta,282108.481000001,2012-07-01
2360,2012,July,New Brunswick,8.7,2012-07-01
2351,2012,July,Manitoba,179474.6,2012-07-01
2398,2012,July,Prince Edward Island,5.0,2012-07-01
2344,2012,August,British Columbia,55870.4919999993,2012-08-01
3483,2012,August,Canada,98979.7410501844,2012-08-01
2376,2012,August,Nova Scotia,5.18,2012-08-01
2391,2012,August,Ontario,213.800000185,2012-08-01
2427,2012,August,Yukon,1889.81,2012-08-01
2381,2012,August,Northwest Territories,21305.31,2012-08-01
2369,2012,August,Newfoundland and Labrador,5.99905,2012-08-01
2361,2012,August,New Brunswick,9.49999999999999,2012-08-01
2352,2012,August,Manitoba,2983.2,2012-08-01
2394,2012,August,Prince Edward Island,1.0,2012-08-01
2332,2012,August,Alberta,13336.7500000001,2012-08-01
2413,2012,August,Quebec,25.7,2012-08-01
2422,2012,August,Saskatchewan,3333.0,2012-08-01
2404,2012,September,Prince Edward Island,0.0,2012-09-01
2428,2012,September,Yukon,0.01,2012-09-01
2333,2012,September,Alberta,1269.75,2012-09-01
2382,2012,September,Northwest Territories,721.51,2012-09-01
2377,2012,September,Nova Scotia,2.41,2012-09-01
2414,2012,September,Quebec,10.1,2012-09-01
2370,2012,September,Newfoundland and Labrador,29.1,2012-09-01
2362,2012,September,New Brunswick,2.9,2012-09-01
3493,2012,September,Canada,7818.851000643,2012-09-01
2392,2012,September,Ontario,3179.800000643,2012-09-01
2353,2012,September,Manitoba,1253.8,2012-09-01
2345,2012,September,British Columbia,1142.951,2012-09-01
2423,2012,September,Saskatchewan,206.52,2012-09-01
2403,2012,October,Prince Edward Island,0.0,2012-10-01
2406,2012,October,Quebec,5.7,2012-10-01
2415,2012,October,Saskatchewan,16.0,2012-10-01
2354,2012,October,New Brunswick,1.1,2012-10-01
2346,2012,October,Manitoba,6386.9,2012-10-01
3492,2012,October,Canada,6641.655000018999,2012-10-01
2324,2012,October,Alberta,20.06,2012-10-01
2335,2012,October,British Columbia,210.295,2012-10-01
2384,2012,October,Ontario,1.600000019,2012-10-01
3491,2012,November,Canada,2.248000002,2012-11-01
2325,2012,November,Alberta,0.03,2012-11-01
2407,2012,November,Quebec,0.8,2012-11-01
2402,2012,November,Prince Edward Island,0.0,2012-11-01
2385,2012,November,Ontario,0.200000002,2012-11-01
2355,2012,November,New Brunswick,1.0,2012-11-01
2336,2012,November,British Columbia,0.018,2012-11-01
2416,2012,November,Saskatchewan,0.2,2012-11-01
2337,2012,December,British Columbia,0.009,2012-12-01
2395,2012,December,Prince Edward Island,0.0,2012-12-01
3484,2012,December,Canada,0.009,2012-12-01
2429,2013,January,Alberta,0.1,2013-01-01
3499,2013,January,Canada,14.799999999999999,2013-01-01
2441,2013,January,British Columbia,14.7,2013-01-01
2497,2013,January,Prince Edward Island,0.0,2013-01-01
2433,2013,February,Alberta,6.77,2013-02-01
3498,2013,February,Canada,6.77,2013-02-01
2496,2013,February,Prince Edward Island,0.0,2013-02-01
3502,2013,March,Canada,53.555,2013-03-01
2473,2013,March,Nova Scotia,1.64,2013-03-01
2500,2013,March,Prince Edward Island,0.0,2013-03-01
2434,2013,March,Alberta,2.27,2013-03-01
2445,2013,March,British Columbia,49.245,2013-03-01
2460,2013,March,New Brunswick,0.4,2013-03-01
2508,2013,April,Quebec,30.5,2013-04-01
3495,2013,April,Canada,8021.254000738,2013-04-01
2486,2013,April,Ontario,44.800000738,2013-04-01
2493,2013,April,Prince Edward Island,8.0,2013-04-01
2474,2013,April,Nova Scotia,144.9,2013-04-01
2515,2013,April,Saskatchewan,4739.8,2013-04-01
2453,2013,April,Manitoba,4.2,2013-04-01
2461,2013,April,New Brunswick,217.3,2013-04-01
2446,2013,April,British Columbia,2683.244,2013-04-01
2468,2013,April,Newfoundland and Labrador,4.9,2013-04-01
2435,2013,April,Alberta,143.61,2013-04-01
3503,2013,May,Canada,37795.328000015026,2013-05-01
2462,2013,May,New Brunswick,510.500000000001,2013-05-01
2509,2013,May,Quebec,171.33,2013-05-01
2501,2013,May,Prince Edward Island,67.0,2013-05-01
2436,2013,May,Alberta,7214.90000000003,2013-05-01
2454,2013,May,Manitoba,9606.3,2013-05-01
2475,2013,May,Nova Scotia,158.175,2013-05-01
2516,2013,May,Saskatchewan,17557.11,2013-05-01
2492,2013,May,Prince Edward Island,0.0,2013-05-01
2487,2013,May,Ontario,413.200000015,2013-05-01
2469,2013,May,Newfoundland and Labrador,28.2,2013-05-01
2521,2013,May,Yukon,22.61,2013-05-01
2480,2013,May,Northwest Territories,1034.93,2013-05-01
2447,2013,May,British Columbia,1011.073,2013-05-01
2522,2013,June,Yukon,178187.2,2013-06-01
3501,2013,June,Canada,3022155.552998527,2013-06-01
2481,2013,June,Northwest Territories,449002.85,2013-06-01
2448,2013,June,British Columbia,4536.34300000001,2013-06-01
2437,2013,June,Alberta,22153.5,2013-06-01
2499,2013,June,Prince Edward Island,1.0,2013-06-01
2510,2013,June,Quebec,1517966.51,2013-06-01
2517,2013,June,Saskatchewan,19283.6,2013-06-01
2470,2013,June,Newfoundland and Labrador,0.8,2013-06-01
2455,2013,June,Manitoba,807139.199999999,2013-06-01
2463,2013,June,New Brunswick,10.6,2013-06-01
2476,2013,June,Nova Scotia,0.25,2013-06-01
2488,2013,June,Ontario,23873.699998528,2013-06-01
2449,2013,July,British Columbia,2610.1072,2013-07-01
2438,2013,July,Alberta,25093.53,2013-07-01
2456,2013,July,Manitoba,246307.2,2013-07-01
2511,2013,July,Quebec,354653.43,2013-07-01
2464,2013,July,New Brunswick,124.1,2013-07-01
2471,2013,July,Newfoundland and Labrador,19.3,2013-07-01
3500,2013,July,Canada,1023107.627199113,2013-07-01
2498,2013,July,Prince Edward Island,1.0,2013-07-01
2482,2013,July,Northwest Territories,73232.61,2013-07-01
2518,2013,July,Saskatchewan,277750.5,2013-07-01
2489,2013,July,Ontario,26633.899999113,2013-07-01
2477,2013,July,Nova Scotia,0.92,2013-07-01
2523,2013,July,Yukon,16681.03,2013-07-01
2519,2013,August,Saskatchewan,48430.1099999999,2013-08-01
3496,2013,August,Canada,140666.2250006238,2013-08-01
2457,2013,August,Manitoba,52237.3999999999,2013-08-01
2465,2013,August,New Brunswick,4.2,2013-08-01
2472,2013,August,Newfoundland and Labrador,0.1,2013-08-01
2478,2013,August,Nova Scotia,1.422,2013-08-01
2483,2013,August,Northwest Territories,31787.5,2013-08-01
2494,2013,August,Prince Edward Island,4.0,2013-08-01
2490,2013,August,Ontario,101.200000624,2013-08-01
2512,2013,August,Quebec,9.06,2013-08-01
2524,2013,August,Yukon,3422.93,2013-08-01
2439,2013,August,Alberta,1091.97,2013-08-01
2450,2013,August,British Columbia,3576.333,2013-08-01
2504,2013,September,Prince Edward Island,0.0,2013-09-01
2451,2013,September,British Columbia,3815.894,2013-09-01
2484,2013,September,Northwest Territories,1.33,2013-09-01
2479,2013,September,Nova Scotia,0.1,2013-09-01
2513,2013,September,Quebec,6.3,2013-09-01
2520,2013,September,Saskatchewan,1997.0,2013-09-01
2458,2013,September,Manitoba,162.4,2013-09-01
2525,2013,September,Yukon,0.02,2013-09-01
2491,2013,September,Ontario,22.900000021,2013-09-01
3506,2013,September,Canada,6017.864000021,2013-09-01
2440,2013,September,Alberta,11.92,2013-09-01
2514,2013,October,Saskatchewan,0.41,2013-10-01
2430,2013,October,Alberta,12.51,2013-10-01
2506,2013,October,Quebec,5.2,2013-10-01
3505,2013,October,Canada,592.381000008,2013-10-01
2503,2013,October,Prince Edward Island,0.0,2013-10-01
2467,2013,October,Newfoundland and Labrador,22.5,2013-10-01
2459,2013,October,New Brunswick,13.0,2013-10-01
2485,2013,October,Ontario,0.800000008,2013-10-01
2442,2013,October,British Columbia,537.961,2013-10-01
2502,2013,November,Prince Edward Island,0.0,2013-11-01
2452,2013,November,Manitoba,0.1,2013-11-01
2431,2013,November,Alberta,1.63,2013-11-01
3504,2013,November,Canada,1.77,2013-11-01
2507,2013,November,Quebec,0.0,2013-11-01
2443,2013,November,British Columbia,0.04,2013-11-01
3497,2013,December,Canada,1.44,2013-12-01
2432,2013,December,Alberta,0.04,2013-12-01
2444,2013,December,British Columbia,1.4,2013-12-01
2495,2013,December,Prince Edward Island,0.0,2013-12-01
2537,2014,January,British Columbia,0.009,2014-01-01
2526,2014,January,Alberta,10.86,2014-01-01
2589,2014,January,Prince Edward Island,,2014-01-01
3512,2014,January,Canada,10.869,2014-01-01
2540,2014,February,British Columbia,38.018,2014-02-01
3511,2014,February,Canada,38.018,2014-02-01
2588,2014,February,Prince Edward Island,,2014-02-01
3515,2014,March,Canada,54.908000001,2014-03-01
2541,2014,March,British Columbia,53.368,2014-03-01
2592,2014,March,Prince Edward Island,,2014-03-01
2578,2014,March,Ontario,0.100000001,2014-03-01
2565,2014,March,Nova Scotia,0.18,2014-03-01
2530,2014,March,Alberta,1.26,2014-03-01
2549,2014,April,Manitoba,236.4,2014-04-01
2531,2014,April,Alberta,434.68,2014-04-01
2542,2014,April,British Columbia,653.94,2014-04-01
2572,2014,April,Northwest Territories,0.5,2014-04-01
2607,2014,April,Saskatchewan,2.0,2014-04-01
2566,2014,April,Nova Scotia,135.78,2014-04-01
2585,2014,April,Prince Edward Island,,2014-04-01
2556,2014,April,New Brunswick,22.5,2014-04-01
2613,2014,April,Yukon,0.3,2014-04-01
2579,2014,April,Ontario,125.900000384,2014-04-01
2600,2014,April,Quebec,33.3,2014-04-01
3508,2014,April,Canada,1645.3000003840002,2014-04-01
2550,2014,May,Manitoba,897.0,2014-05-01
2580,2014,May,Ontario,275.2000001,2014-05-01
3516,2014,May,Canada,113942.9310001,2014-05-01
2567,2014,May,Nova Scotia,383.86,2014-05-01
2608,2014,May,Saskatchewan,17656.16,2014-05-01
2532,2014,May,Alberta,505.149999999998,2014-05-01
2573,2014,May,Northwest Territories,74297.65,2014-05-01
2601,2014,May,Quebec,17593.5,2014-05-01
2614,2014,May,Yukon,0.55,2014-05-01
2593,2014,May,Prince Edward Island,1.0,2014-05-01
2557,2014,May,New Brunswick,65.3,2014-05-01
2543,2014,May,British Columbia,2267.561,2014-05-01
2568,2014,June,Nova Scotia,13.1331,2014-06-01
2591,2014,June,Prince Edward Island,1.0,2014-06-01
2574,2014,June,Northwest Territories,2183179.64,2014-06-01
2602,2014,June,Quebec,32679.8,2014-06-01
2558,2014,June,New Brunswick,10.4,2014-06-01
2581,2014,June,Ontario,3152.799999773,2014-06-01
2533,2014,June,Alberta,101867.84,2014-06-01
2615,2014,June,Yukon,3116.882,2014-06-01
2551,2014,June,Manitoba,1281.3,2014-06-01
2609,2014,June,Saskatchewan,112072.6,2014-06-01
3514,2014,June,Canada,2474379.863099773,2014-06-01
2544,2014,June,British Columbia,37004.4679999999,2014-06-01
2575,2014,July,Northwest Territories,1029657.55,2014-07-01
2582,2014,July,Ontario,1945.40000017,2014-07-01
2534,2014,July,Alberta,122778.66,2014-07-01
2610,2014,July,Saskatchewan,119892.2,2014-07-01
2616,2014,July,Yukon,42.062,2014-07-01
2545,2014,July,British Columbia,305023.733000002,2014-07-01
2569,2014,July,Nova Scotia,26.59,2014-07-01
2590,2014,July,Prince Edward Island,,2014-07-01
3513,2014,July,Canada,1611223.4950001722,2014-07-01
2603,2014,July,Quebec,12757.3,2014-07-01
2552,2014,July,Manitoba,19095.9,2014-07-01
2559,2014,July,New Brunswick,4.1,2014-07-01
2611,2014,August,Saskatchewan,95321.8200000001,2014-08-01
2586,2014,August,Prince Edward Island,,2014-08-01
2604,2014,August,Quebec,795.901,2014-08-01
2535,2014,August,Alberta,61988.951,2014-08-01
2553,2014,August,Manitoba,17255.6,2014-08-01
2546,2014,August,British Columbia,23460.1269999996,2014-08-01
2560,2014,August,New Brunswick,4.2,2014-08-01
2617,2014,August,Yukon,0.8,2014-08-01
3509,2014,August,Canada,333197.3800001027,2014-08-01
2570,2014,August,Nova Scotia,1.701,2014-08-01
2583,2014,August,Ontario,191.100000103,2014-08-01
2576,2014,August,Northwest Territories,134177.18,2014-08-01
3519,2014,September,Canada,1834.701500005,2014-09-01
2554,2014,September,Manitoba,441.6,2014-09-01
2612,2014,September,Saskatchewan,263.3,2014-09-01
2536,2014,September,Alberta,394.07,2014-09-01
2571,2014,September,Nova Scotia,2.9064,2014-09-01
2605,2014,September,Quebec,10.9,2014-09-01
2547,2014,September,British Columbia,332.7651,2014-09-01
2563,2014,September,Newfoundland and Labrador,4.36,2014-09-01
2561,2014,September,New Brunswick,3.3,2014-09-01
2584,2014,September,Ontario,380.500000005,2014-09-01
2596,2014,September,Prince Edward Island,1.0,2014-09-01
2598,2014,October,Quebec,22.9,2014-10-01
2606,2014,October,Saskatchewan,0.4,2014-10-01
2577,2014,October,Ontario,300.500000006,2014-10-01
2564,2014,October,Nova Scotia,0.3202,2014-10-01
3518,2014,October,Canada,488.149200006,2014-10-01
2555,2014,October,New Brunswick,3.3,2014-10-01
2548,2014,October,Manitoba,0.1,2014-10-01
2527,2014,October,Alberta,66.7,2014-10-01
2595,2014,October,Prince Edward Island,,2014-10-01
2538,2014,October,British Columbia,93.929,2014-10-01
2594,2014,November,Prince Edward Island,,2014-11-01
2599,2014,November,Quebec,9.1,2014-11-01
3517,2014,November,Canada,9.87,2014-11-01
2528,2014,November,Alberta,0.77,2014-11-01
3510,2014,December,Canada,0.369,2014-12-01
2539,2014,December,British Columbia,0.069,2014-12-01
2587,2014,December,Prince Edward Island,,2014-12-01
2529,2014,December,Alberta,0.3,2014-12-01
2618,2015,January,Alberta,1.27,2015-01-01
2683,2015,January,Prince Edward Island,,2015-01-01
3525,2015,January,Canada,1.27,2015-01-01
3524,2015,February,Canada,6.7,2015-02-01
2622,2015,February,Alberta,0.2,2015-02-01
2633,2015,February,British Columbia,6.5,2015-02-01
2682,2015,February,Prince Edward Island,,2015-02-01
2623,2015,March,Alberta,13.47,2015-03-01
2703,2015,March,Saskatchewan,0.1,2015-03-01
2686,2015,March,Prince Edward Island,,2015-03-01
2634,2015,March,British Columbia,382.704,2015-03-01
2672,2015,March,Ontario,117.300000191,2015-03-01
2642,2015,March,Manitoba,7.1,2015-03-01
3528,2015,March,Canada,520.674000191,2015-03-01
2704,2015,April,Saskatchewan,2182.142452,2015-04-01
2635,2015,April,British Columbia,867.395,2015-04-01
2679,2015,April,Prince Edward Island,,2015-04-01
2650,2015,April,New Brunswick,5.0,2015-04-01
2673,2015,April,Ontario,373.900000244,2015-04-01
2643,2015,April,Manitoba,2760.3,2015-04-01
2624,2015,April,Alberta,2235.19,2015-04-01
3521,2015,April,Canada,9167.327452244,2015-04-01
2659,2015,April,Nova Scotia,0.1,2015-04-01
2695,2015,April,Quebec,743.3,2015-04-01
2705,2015,May,Saskatchewan,293203.604696,2015-05-01
2644,2015,May,Manitoba,2251.3,2015-05-01
2660,2015,May,Nova Scotia,532.678000000001,2015-05-01
2696,2015,May,Quebec,214.0,2015-05-01
2687,2015,May,Prince Edward Island,,2015-05-01
2674,2015,May,Ontario,2482.10000115,2015-05-01
2656,2015,May,Newfoundland and Labrador,0.8,2015-05-01
2666,2015,May,Northwest Territories,277362.82,2015-05-01
2651,2015,May,New Brunswick,196.9,2015-05-01
2625,2015,May,Alberta,263450.29,2015-05-01
2636,2015,May,British Columbia,139298.593,2015-05-01
2710,2015,May,Yukon,71519.57,2015-05-01
3529,2015,May,Canada,1050512.65569715,2015-05-01
2652,2015,June,New Brunswick,1.8,2015-06-01
3527,2015,June,Canada,2555602.2053275877,2015-06-01
2697,2015,June,Quebec,2680.9,2015-06-01
2626,2015,June,Alberta,553036.83,2015-06-01
2661,2015,June,Nova Scotia,1.3679,2015-06-01
2645,2015,June,Manitoba,51300.6,2015-06-01
2637,2015,June,British Columbia,91354.9150000004,2015-06-01
2706,2015,June,Saskatchewan,1326902.262428,2015-06-01
2657,2015,June,Newfoundland and Labrador,3329.9,2015-06-01
2675,2015,June,Ontario,33902.199999587,2015-06-01
2711,2015,June,Yukon,98321.48,2015-06-01
2685,2015,June,Prince Edward Island,,2015-06-01
2667,2015,June,Northwest Territories,394769.95,2015-06-01
2627,2015,July,Alberta,22319.1199999999,2015-07-01
3526,2015,July,Canada,226651.0688270955,2015-07-01
2676,2015,July,Ontario,2459.700001096,2015-07-01
2707,2015,July,Saskatchewan,132677.550726,2015-07-01
2698,2015,July,Quebec,1877.7001,2015-07-01
2662,2015,July,Nova Scotia,11.973,2015-07-01
2638,2015,July,British Columbia,31240.3149999996,2015-07-01
2712,2015,July,Yukon,1.16,2015-07-01
2653,2015,July,New Brunswick,51.2,2015-07-01
2646,2015,July,Manitoba,9830.30000000001,2015-07-01
2668,2015,July,Northwest Territories,26182.05,2015-07-01
2684,2015,July,Prince Edward Island,,2015-07-01
2713,2015,August,Yukon,0.4,2015-08-01
2708,2015,August,Saskatchewan,2266.78148,2015-08-01
2699,2015,August,Quebec,600.4,2015-08-01
3522,2015,August,Canada,44798.745580302006,2015-08-01
2680,2015,August,Prince Edward Island,,2015-08-01
2663,2015,August,Nova Scotia,1.18,2015-08-01
2639,2015,August,British Columbia,17770.455,2015-08-01
2677,2015,August,Ontario,79.4001003019999,2015-08-01
2628,2015,August,Alberta,1849.809,2015-08-01
2647,2015,August,Manitoba,1442.9,2015-08-01
2654,2015,August,New Brunswick,1.7,2015-08-01
2658,2015,August,Newfoundland and Labrador,340.6,2015-08-01
2669,2015,August,Northwest Territories,20445.12,2015-08-01
2640,2015,September,British Columbia,4.3,2015-09-01
2709,2015,September,Saskatchewan,112.3,2015-09-01
2648,2015,September,Manitoba,0.1,2015-09-01
2655,2015,September,New Brunswick,5.6,2015-09-01
2700,2015,September,Quebec,34.7,2015-09-01
3532,2015,September,Canada,4357.721000066,2015-09-01
2714,2015,September,Yukon,0.0,2015-09-01
2690,2015,September,Prince Edward Island,,2015-09-01
2629,2015,September,Alberta,879.77,2015-09-01
2678,2015,September,Ontario,3317.600000066,2015-09-01
2664,2015,September,Nova Scotia,3.351,2015-09-01
2701,2015,October,Saskatchewan,11683.107555,2015-10-01
3531,2015,October,Canada,13396.935555025,2015-10-01
2670,2015,October,Ontario,1.600000025,2015-10-01
2630,2015,October,British Columbia,32.468,2015-10-01
2649,2015,October,New Brunswick,0.3,2015-10-01
2692,2015,October,Quebec,0.3,2015-10-01
2689,2015,October,Prince Edward Island,,2015-10-01
2641,2015,October,Manitoba,1600.1,2015-10-01
2619,2015,October,Alberta,79.06,2015-10-01
3530,2015,November,Canada,3360.908,2015-11-01
2631,2015,November,British Columbia,0.118,2015-11-01
2620,2015,November,Alberta,7.09,2015-11-01
2688,2015,November,Prince Edward Island,,2015-11-01
2693,2015,November,Quebec,6.9,2015-11-01
2665,2015,November,Northwest Territories,3346.7,2015-11-01
2702,2015,November,Saskatchewan,0.1,2015-11-01
2621,2015,December,Alberta,1.01,2015-12-01
3523,2015,December,Canada,1.119000001,2015-12-01
2671,2015,December,Ontario,0.100000001,2015-12-01
2694,2015,December,Quebec,0.0,2015-12-01
2632,2015,December,British Columbia,0.009,2015-12-01
